target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq
ENSMUST00000082392.1	0	0	1.22863657920754	0.0223271737053891	7.97802717988195	0.266978882785903	0.000593350770962418	-0.000271698623329288	0.00015440325754351	0.00015440325754351
ENSMUST00000082402.1	0	0	1.46223902788373	0.0164570001399644	8.84285467032635	0.195181469005017	0.000340066115315192	4.50929901282219e-06	6.61831650949926e-05	6.61831650949926e-05
ENSMUST00000082407.1	0	0	1.49568152400422	0.0147024603236591	9.0117053180463	0.339642714896595	0.000259664573850373	-0.000111340220898359	6.45789355027837e-05	6.45789355027837e-05
ENSMUST00000082414.1	0	0	1.99591547099428	0.0334308420715057	7.34253255238112	0.427807592042053	0.00121167718856319	-0.000574672085211572	0.000464754613851751	0.000464754613851751
ENSMUST00000082418.1	0	0	1.54905443772368	0.0359167615739001	7.05647268678633	0.28466127554817	0.00113448408637479	7.36927337752014e-05	0.000800536556559789	0.000800536556559789
ENSMUST00000082421.1	0	0	1.5873232347519	0.0249426719178506	7.90687827781765	0.344961568950448	0.000760735409784588	-0.000129051223109446	0.000172469913817712	0.000172469913817712
ENSMUST00000078124.8	0	0	0.904393790153924	0.0193855519221017	8.07157451748824	0.0702648292024466	0.000429259686784047	-8.62311847172812e-06	0.000134439748202706	0.000134439748202706
ENSMUST00000114763.3	0	0	1.6250408425325	0.0121102320213903	9.05697794027617	0.434728803767261	0.000155257989149764	6.28141856488474e-05	6.47285902680956e-05	6.47285902680956e-05
ENSMUST00000202783.2	0	0	0.855229541992162	0.0216524821368202	7.95584252775893	0.243974513822942	0.000543496501864525	-0.000272094582190611	0.000159748472163453	0.000159748472163453
ENSMUST00000067778.8	0	0	-6.4676273465106	0.110946787102877	5.65276700329909	6.76193379409007	0.00751903758893954	-0.00495684273016963	0.0109447467637372	0.0109447467637372
ENSMUST00000001304.9	0	0	1.36067804785309	0.0136875903348076	8.71218682823418	0.34485918153441	0.000211145579825987	-6.12228137363424e-05	6.98796139342904e-05	6.98796139342904e-05
ENSMUST00000053016.10	0	0	-1.09849419533726	0.0277817064500233	7.7334730065261	0.283264171227491	0.000928127066555028	0.000168438410611141	0.000229607753357873	0.000229607753357873
ENSMUST00000006027.7	0	0	0.473646693350804	0.0114968648246049	9.18995862255768	0.0862874816751205	0.000113459073302459	8.4807777890397e-05	6.65980222655284e-05	8.4807777890397e-05
ENSMUST00000064762.6	0	0	1.53536626350114	0.0121532743014417	9.4728616977036	0.438707578240568	0.000143071204146339	-7.25255389430818e-05	7.8481910222785e-05	7.8481910222785e-05
ENSMUST00000050584.10	0	0	1.95033742906395	0.0393790778104396	7.78470352713479	0.998199831183764	0.00211553486949375	-0.000659991590034584	0.000210532784307235	0.000210532784307235
ENSMUST00000022616.14	0	0	3.06500691764075	0.0554270786263509	6.61819337294895	1.15983180218984	0.00275229908977513	-0.000483155526508452	0.00185594247780239	0.00185594247780239
